Issued_Date,Permit__,Status,Designation,Project_Description,Permit_Type,Address,Valuation,Fees_Paid,Square_Feet,Finaled_Date,ObjectId
2022/03/01 06:00:00+00,B2202-0100,Project Finaled / Closed,Commercial,Interior Remodel of Existing Public Restrooms on 6th Floor,Alteration/Renovation,"5221 N OCONNOR BLVD, 6TH FLR, Irving TX 75039","$100,000.00",$482.50,420,2022/04/22 05:00:00+00,107
2022/03/01 06:00:00+00,2022-03-420,Project Finaled / Closed,Commercial,UTILITY RELEASE / POWER TURNED OFF DUE TO NON-PAYMENT,Electrical Standalone,"3019 N BELT LINE RD, IRVING TX 75062",$0.00,$52.00,0,2022/03/16 05:00:00+00,108
2022/03/01 06:00:00+00,2022-03-439,Project Finaled / Closed,Commercial,New 60A 120/240V 1ph service for Verizon small cell node,Electrical Standalone,"4748 N O'CONNOR RD, CELL, Irving TX 75062","$1,000.00",$52.00,20,2022/03/30 05:00:00+00,109
2022/03/01 06:00:00+00,2022-03-435,Expired,Commercial,FACE CHANGE,Sign,"2331 W SHADY GROVE RD, Irving TX 75060","$1,000.00",$35.00,40.8,,110
2022/03/01 06:00:00+00,2022-03-436,Expired,Commercial,FABRICATE AND INSTALL LIGHTED CHANNEL BOX,Sign,"3600 W PIONEER DR, 140, Irving TX 75061","$2,100.00",$50.00,24,,111
2022/03/01 06:00:00+00,2022-03-448,Project Finaled / Closed,Commercial,"Repair gas leaks, gas test",Plumbing Standalone,"1121 W 6TH ST, Irving TX 75060","$10,800.00",$52.00,15000,2022/04/12 05:00:00+00,112
2022/03/01 06:00:00+00,2022-03-449,Expired,Commercial,NEW 162SF WALL SIGN,Sign,"1551 CORPORATE DR, IRVING TX 76038","$2,000.00",$150.00,162.49,,113
2022/03/02 06:00:00+00,B2201-0279,Expired,Commercial,COMMERCIAL BUILDING>>APARTMENT>>Repair entry landing back to original,Flatwork,"3917 BLOCK DR 2295, 2295, IRVING TX 75038","$2,135.00",$52.00,62,,114
2022/03/02 06:00:00+00,2022-03-460,Project Finaled / Closed,Commercial,New 60A 120/240V 1ph service for Verizon small cell node,Electrical Standalone,"681 E LAS COLINAS BLVD, CELL, Irving TX 75039","$1,000.00",$52.00,20,2022/04/04 05:00:00+00,115
2022/03/02 06:00:00+00,2022-03-461,Project Finaled / Closed,Commercial,"New 60A 120/240V 1ph service for Verizon small cell node

**PER ONCOR Confirmation # 5191471***",Electrical Standalone,"4610 N O'CONNOR RD, CELL, Irving TX 75062","$1,000.00",$52.00,20,2022/04/15 05:00:00+00,116
2022/03/02 06:00:00+00,2022-03-468,Project Finaled / Closed,Commercial,CLEAN & SHOW ***NO ELECTRICAL BEING DONE***,Electrical Standalone,"8850 N MACARTHUR BLVD, 100, Irving TX 75063",$0.00,$52.00,0,2022/03/09 06:00:00+00,117
2022/03/02 06:00:00+00,B2112-0079,Expired,Commercial,"CLASSROOM REMODEL, ROOF, REPLACE KITCHEN EQUIP, MEPS",Alteration/Renovation,"515 COWBOYS PKWY, Irving TX 75063","$7,000,000.00",$0.00,18475,,118
2022/03/02 06:00:00+00,2022-03-480,Project Finaled / Closed,Commercial,New 12V 1ph service for Extenet small cell node,Electrical Standalone,"1930 Rock Island Rd, CELL, Irving  TX 75060","$1,000.00",$52.00,20,2022/03/28 05:00:00+00,119
2022/03/02 06:00:00+00,2022-03-495,Expired,Commercial,"Pressure test on existing gas line.
ATMOS CONFIRMATION NUMBER: SENT EMAIL @ 2:25
WE HAVE 2 SUITES HERE 100 AND 110.
STE 100 SHOWS TO BE OFF SO THAT IS WHERE I POSTED THIS RELEASE
LINDA
CONF#9003010701",Plumbing Standalone,"9010 N Royal Ln, 100, Irving TX 75063","$1,500.00",$52.00,15,,120
2022/03/03 06:00:00+00,CO2202-0030,Project Finaled / Closed,Commercial,"(HOOKAH LOUNGE)
ONCOR CONFIRMATION NUMBER: Confirmation # 0111044",Certificate of Occupancy,"2016 W GRAUWYLER RD, 105, Irving TX 75061",$0.00,$105.00,2268,2022/03/03 06:00:00+00,121
2022/03/03 06:00:00+00,2022-03-493,Expired,Commercial,A sign that is 20' long by 3' tall will be installed onto the side of one of our buildings by Fastsigns.,Sign,"4255 CARBON RD, Irving TX 75038","$2,300.00",$100.00,60,,122
2022/03/03 06:00:00+00,2022-02-386,Project Finaled / Closed,Commercial,Refacing existing monument sign,Sign,"1901 GATEWAY DR, Irving TX 75038","$3,500.00",$50.00,90.1,2022/07/06 05:00:00+00,123
2022/03/03 06:00:00+00,2022-02-178,Expired,Commercial,FABRICATE AND INSTALL LIGHTED CHANNEL LETTERS CDD SECTION ONLY ALL OTHERS ALREADY EXIST SQUARE FOOTAGE IS FOR WHOLE SIGN,Sign,"201 S BELT LINE RD, Irving TX 75050","$3,800.00",$100.00,91.8,,124
2022/03/03 06:00:00+00,B2103-0207,Project Finaled / Closed,Commercial,NEW COMMERCIAL BUILDING >> RESTAURANT >> MCDONALDS:  REBUILD,New Construction,"2410 N STORY RD, Irving TX 75062","$2,000,000.00","$1,980.60",6145,2022/09/08 05:00:00+00,125
2022/03/03 06:00:00+00,B2202-0077,Project Finaled / Closed,Commercial,"PHASE 1:  FIRST TIME INTERIOR FINISH-OUT, NEW RR, OFFICES AND FINISHES WITH C/O",Alteration/Renovation,"2201 CHEMSEARCH BLVD, IRVING TX 75062","$900,000.00",$859.88,3985,2022/05/11 05:00:00+00,126
2022/03/03 06:00:00+00,B2108-0142,Expired,Commercial,COMMERCIAL BUILDING >> WAREHOUSE >> BUILDING EXPANSION FOR ADDITION OF OFFICE SPACE,Addition,"2205 CENTURY CIR, Irving TX 75062","$400,000.00","$1,122.40",3080,,127
2022/03/03 06:00:00+00,2022-02-378,Project Finaled / Closed,Commercial,REMODEL OFFICE SPACE WITH A C/O,Alteration/Renovation,"1212 CORPORATE DR, 330, Irving TX 75038","$79,697.00",$918.68,4321,2022/05/02 05:00:00+00,128
2022/03/03 06:00:00+00,2022-03-452,Expired,Commercial,Wall Sign B,Sign,"2525 N Belt Line Rd, Irving TX 75062","$3,000.00",$50.00,35,,129
2022/03/03 06:00:00+00,2022-03-484,Expired,Commercial,Wall Sign C1,Sign,"2525 N Belt Line Rd, Irving TX 75062","$3,000.00",$100.00,59,,130
2022/03/03 06:00:00+00,2022-02-177,Project Finaled / Closed,Commercial,install illuminated wall sign,Sign,"545 S BELT LINE RD, Irving TX 75060","$8,000.00",$150.00,148,2022/05/09 05:00:00+00,131
2022/03/03 06:00:00+00,B2201-0327,Project Finaled / Closed,Commercial,Remodel of office space to serve as test store,Alteration/Renovation,"4795 REGENT BLVD, 3RD FLR, Irving TX 75063","$75,000.00",$482.50,926,2022/04/26 05:00:00+00,132
2022/03/03 06:00:00+00,2022-03-533,Project Finaled / Closed,Commercial,"ELECTRICAL SERVICE RELEASE
ONCOR CONFIRMATION NUMBER: #3361861",Electrical Standalone,"320 N DELAWARE ST, 106, Irving TX 75061",$0.00,$52.00,0,2022/03/07 06:00:00+00,133
2022/03/03 06:00:00+00,2022-03-517,Expired,Commercial,"Install all New Carrier Equipment
•          Turn off power to the Condenser and Furnaces
•          Lock out the power source
•          Recover the refrigerant out of the system
•          Cut the refrigerant line set lose from the old equipment
•          Disconnect the drain lines and electrical
•          Disconnect the duct work from the fan coil or Furnace
•          Remove the old equipment from building
•          Set new equipment in place of the old system
•          Filter bases to be install under Furnaces
•          Reconnect the duct work and drain lines
•          Reconnect the drain lines to the coil drain pan
•          Replace the thermostat for the unit
•          Leak check the refrigerant line set once reconnected
•          Evacuate the system and record micron reading
•          Start the unit and set the charge
•          Make sure the heating is working properly
•          Repeat the process on the other split systems",Mechanical Standalone,"108 N BRIERY RD, Irving TX 75061","$76,047.56",$52.00,0,2022/03/04 06:00:00+00,134
2022/03/03 06:00:00+00,B2201-0021,Expired,Commercial,COMMERCIAL BUILDING>>RESTAURANT>>BLDG DEMO FOR MCDONALDS,Demolition,"2410 N STORY RD, Irving TX 75062","$18,407.00",$208.00,0,,135
2022/03/03 06:00:00+00,B2202-0057,Expired,Commercial,COMMERCIAL BUILDING >> CARPORT >> Installation of carports,Accessory Structure,"3725 W NORTHGATE DR, Irving TX 75038","$80,500.00","$2,852.00",0,,136
2022/03/04 06:00:00+00,2022-03-485,Expired,Commercial,Wall Sign C2,Sign,"2525 N Belt Line Rd, Irving TX 75062","$3,000.00",$100.00,59,,137
2022/03/04 06:00:00+00,2022-03-486,Expired,Commercial,Wall Sign C3,Sign,"2525 N Belt Line Rd, Irving TX 75062","$3,000.00",$100.00,59,,138
2022/03/04 06:00:00+00,2022-03-487,Expired,Commercial,Menu Board Sign D1,Sign,"2525 N Belt Line Rd, Irving TX 75062","$3,000.00",$50.00,10.25,,139
2022/03/04 06:00:00+00,2022-03-488,Expired,Commercial,Menu Board Sign D2,Sign,"2525 N Belt Line Rd, Irving TX 75062","$3,000.00",$50.00,10.25,,140
2022/03/04 06:00:00+00,2022-03-489,Expired,Commercial,Menu Board Sign D3,Sign,"2525 N Belt Line Rd, Irving TX 75062","$3,000.00",$50.00,10.25,,141
2022/03/04 06:00:00+00,2022-03-579,Expired,Commercial,Replace eight existing light fixtures in the bathroom pavillion.,Electrical Standalone,"2800 CHEYENNE ST, Irving TX 75062","$5,000.00",$0.00,1000,,142
2022/03/04 06:00:00+00,2022-03-589,Project Finaled / Closed,Commercial,Replace two fan coils (Evaporators) in Bakery and one fan coil (Evaporator) in the deli,Mechanical Standalone,"4100 W AIRPORT FWY, Irving TX 75061","$76,500.00",$52.00,660,2022/03/08 06:00:00+00,143
2022/03/04 06:00:00+00,2022-03-490,Expired,Commercial,New 50' tall American Flag,Sign,"2525 N Belt Line Rd, Irving TX 75062","$3,000.00",$50.00,50,,144
2022/03/04 06:00:00+00,2022-03-600,Project Finaled / Closed,Commercial,UTILITY RELEASE PERMIT,Electrical Standalone,"1400 BURRIS PRICE CT, Irving TX 75061",$0.00,$52.00,0,2022/03/11 06:00:00+00,145
2022/03/04 06:00:00+00,B2106-0209,Expired,Commercial,"DEMOLITION OF FRONT SECTION OF A VACANT BUILDING, REMOVE WOOD FRAMING & METAL PANELS ALL AROUND, DEMO SOME INTERIOR WALLS/CEILINGS, MINOR REMODEL TO WALLS TO GET THEM READY FOR FUTURE MAJOR REMODEL, INCLUDES ELECTRICAL.",Demolition,"703 E IRVING BLVD, Irving TX 75060","$8,000.00",$104.00,6000,,146
2022/03/04 06:00:00+00,2022-03-596,Project Finaled / Closed,Commercial,"Repair disconnected service conduit
ONCOR CONFIRMATION NUMBER: Confirmation: #9522748",Electrical Standalone,"350 S BELT LINE RD, 108, Irving TX 75060","$1,200.00",$52.00,0,2022/03/08 06:00:00+00,147
2022/03/04 06:00:00+00,B2111-0186,Project Finaled / Closed,Commercial,INSTALL 20X18 PERGOLA - ATTACHED TO BLDG (W/ELEC),Accessory Structure,"909 LAKE CAROLYN PKWY, Irving TX 75039","$22,300.00",$104.00,360,2022/06/20 05:00:00+00,148
2022/03/04 06:00:00+00,2022-03-429,Project Finaled / Closed,Commercial,Install 42 sf  (7 ft. wide X 6 ft. tall)  Monument sign at Car Wash entrance.,Sign,"545 S BELT LINE RD, Irving TX 75060","$7,000.00",$50.00,0,2022/05/09 05:00:00+00,149
2022/03/06 06:00:00+00,2022-02-103,Expired,Commercial,Clean & Show,Electrical Standalone,"6012 W CAMPUS CIRCLE DR, 220, Irving TX 75063",$0.00,$0.00,0,,150
2022/03/24 05:00:00+00,2022-03-1037,Project Finaled / Closed,Commercial,Wall sign for Public Storage,Sign,"7500 ESTERS BLVD, Irving TX 75063","$2,500.00",$100.00,69,2022/08/10 05:00:00+00,151
2022/03/24 05:00:00+00,2022-03-1051,Project Finaled / Closed,Commercial,REMOVE AND INSTALL (1) FACE PANEL,Sign,"7500 ESTERS BLVD, Irving TX 75063",$500.00,$35.00,10,2022/08/10 05:00:00+00,152
2022/03/24 05:00:00+00,2022-03-1223,Expired,Commercial,200 amp service and panel install,Electrical Standalone,"2731 CARL RD, A, irving  TX 75062","$21,360.43",$52.00,1111,2022/06/22 05:00:00+00,153
2022/03/24 05:00:00+00,2022-03-1041,Project Finaled / Closed,Commercial,remove and install (1) illuminated sign,Sign,"7500 ESTERS BLVD, Irving TX 75063","$2,500.00",$50.00,27,2022/08/10 05:00:00+00,154
2022/03/24 05:00:00+00,2022-03-1048,Project Finaled / Closed,Commercial,REMOVE AND REPLACE (1) ILLUMINATED WALL SIGN,Sign,"7500 ESTERS BLVD, Irving TX 75063","$2,500.00",$50.00,27,2022/08/10 05:00:00+00,155
2022/03/24 05:00:00+00,2022-03-1049,Project Finaled / Closed,Commercial,REMOVE AND REPLACE (1) ILLUMINATED WALL SIGN,Sign,"7500 ESTERS BLVD, Irving TX 75063","$2,500.00",$50.00,27,2022/08/10 05:00:00+00,156
2022/03/24 05:00:00+00,2022-03-1050,Project Finaled / Closed,Commercial,REMOVE AND REPLACE (1) SIGN FACE,Sign,"7500 ESTERS BLVD, Irving TX 75063","$2,500.00",$50.00,18,2022/08/10 05:00:00+00,157
2022/03/24 05:00:00+00,2022-03-1228,Expired,Commercial,IISD  CHANGE OUT 600A DISCONNECT SWITCH,Electrical Standalone,"900 N O'CONNOR RD, IRVING TX 75061","$1,000.00",$0.00,0,,158
2022/03/24 05:00:00+00,B2202-0125,Project Finaled / Closed,Commercial,ETRAKIT ROOFING>>APARTMENT>>Re-roofing of existing 4 story multi-family residential,Roof,"6631 VIA POSITANO, Irving TX 75039","$487,500.00",$62.00,0,2022/11/02 05:00:00+00,159
2022/03/24 05:00:00+00,B2202-0126,Project Finaled / Closed,Commercial,ETRAKIT ROOFING>>APARTMENT>>Re-roofing of existing 4 story multi-family residential,Roof,"610 VIA RAVELLO, Irving TX 75039","$487,500.00",$62.00,0,2023/01/20 06:00:00+00,160
2022/03/24 05:00:00+00,B2202-0127,Project Finaled / Closed,Commercial,ETRAKIT ROOFING>>APARTMENT>>Re-roofing of existing 4 story multi-family residential,Roof,"555 VIA AMALFI, Irving TX 75039","$487,500.00",$62.00,0,2023/05/15 05:00:00+00,161
2022/03/24 05:00:00+00,B2202-0128,Project Finaled / Closed,Commercial,ETRAKIT ROOFING>>APARTMENT>>Re-roofing of existing 4 story multi-family residential,Roof,"545 VIA AMALFI, Irving TX 75039","$487,500.00",$62.00,0,2022/11/02 05:00:00+00,162
2022/03/24 05:00:00+00,F2201-0065,Expired,Commercial,"NEW 6'6""X6'3"" WROUGHT IRON GATES",Fence,"900 LAKE CAROLYN PK, IRVING TX 75039","$3,000.00",$50.00,0,,163
2022/03/24 05:00:00+00,2022-03-1233,Expired,Commercial,CLEAN AND SHOW,Electrical Standalone,"6741 N MACARTHUR BLVD, Irving TX 75039","$2,000.00",$52.00,0,,164
2022/03/24 05:00:00+00,2022-03-1238,Expired,Commercial,STUCCO REPAIR,Alteration/Renovation,"2203 W IRVING BLVD, Irving TX 75061","$3,000.00",$52.00,0,,165
2022/03/24 05:00:00+00,2022-03-1237,Project Finaled / Closed,Commercial,Repair gas line adjacen to drive,Plumbing Standalone,"4440 W AIRPORT FWY, Irving TX 75061","$2,500.00",$52.00,0,2022/03/29 05:00:00+00,166
2022/03/24 05:00:00+00,2022-03-1212,Project Finaled / Closed,Commercial,reface existing pole sign,Sign,"3405 N BELT LINE RD, IRVING TX 75062","$1,000.00",$50.00,80,2022/06/13 05:00:00+00,167
2022/03/24 05:00:00+00,2022-03-1213,Project Finaled / Closed,Commercial,installation of Clearance Bar,Sign,"3405 N BELT LINE RD, IRVING TX 75062","$1,000.00",$100.00,99,2022/06/13 05:00:00+00,168
2022/03/24 05:00:00+00,2022-03-1214,Project Finaled / Closed,Commercial,installation of illuminated drive thru canopy,Sign,"3405 N BELT LINE RD, IRVING TX 75062","$1,000.00",$100.00,81,2022/06/13 05:00:00+00,169
2022/03/25 05:00:00+00,2022-03-479,Expired,Commercial,Clean and Show,Electrical Standalone,"3601 REGENT BLVD, 120, Irving TX 75063",$0.00,$52.00,5853,,170
2022/03/25 05:00:00+00,2022-03-934,Expired,Commercial,REFACE EXSITING SIGN CABINET,Sign,"1501 S LOOP 12, IRVING  TX 75060","$2,500.00",$35.00,50,,171
2022/03/25 05:00:00+00,2022-03-567,Project Finaled / Closed,Commercial,power for small cell equip,Electrical Standalone,"112 Senter Valley Rd, CELL, Irving TX 75060","$1,400.00",$52.00,0,2022/04/20 05:00:00+00,172
2022/03/25 05:00:00+00,2022-03-1152,Project Finaled / Closed,Commercial,D INSTALL NEW ILLUMINATED WALL SIGN.  NEW 32SF WALL SIGN,Sign,"3524 W AIRPORT FWY, 122, Irving TX 75061","$1,000.00",$50.00,32,2022/11/01 05:00:00+00,173
2022/03/25 05:00:00+00,2022-03-1256,Withdrawn,Commercial,"Gas test for release to ATMOS
***ON 3/25/2022, S&T PLUMBING SENT AN EMAIL STATING THAT THEY WISH TO CANCEL THIS PERMIT (EMAIL IS IN THE ATTACHMENTS)***",Plumbing Standalone,"5101 FRYE RD, Irving TX 75061",$500.00,$0.00,0,,174
2022/03/25 05:00:00+00,2022-03-1263,Project Finaled / Closed,Commercial,"UP FROM 03/28/2022- 04/04/2022
KIDS ROCK THE BLOCK IRVING FAMILY ADVOCACY CENTER FREE FAMILY EVENT",Banner,"305 N O'CONNOR RD, Irving TX 75061",$100.00,$0.00,0,2022/04/05 05:00:00+00,175
2022/03/25 05:00:00+00,S2202-0010,Project Finaled / Closed,Commercial,"SIGN>>OTHER SIGN>>*HOLD FOR CO APP*NEW 22.5SF ""ORDER HERE"" SIGN",Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,2024/02/14 06:00:00+00,176
2022/03/25 05:00:00+00,2022-03-1268,Expired,Commercial,Remove the old equipment from building Set new equipment(Air Conditioning Condensing Unit) in place of the old system,Mechanical Standalone,"3000 ROCK ISLAND RD, Irving TX 75060","$82,921.00",$0.00,0,,177
2022/03/25 05:00:00+00,S2202-0011,Project Finaled / Closed,Commercial,"SIGN>>OTHER SNEW 22.5SF ""ORDER HERE"" SIGN",Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,2024/02/14 06:00:00+00,178
2022/03/25 05:00:00+00,S2202-0012,Expired,Commercial,SIGN>>MENU BOARD>>NEW 19.98 MENU BOARD,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,,179
2022/03/25 05:00:00+00,2022-03-1240,Project Finaled / Closed,Commercial,CO: PREMROCK LTD CO,Certificate of Occupancy,"8700 N ROYAL LN, Irving TX 75063",$0.00,$105.00,3037,2022/03/30 05:00:00+00,180
2022/03/25 05:00:00+00,S2202-0013,Expired,Commercial,SIGN>>MENU BOARD>NEW 19.98 MENU BOARD,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,,181
2022/03/25 05:00:00+00,S2202-0014,Expired,Commercial,SIGN>>MENU BOARD>>NEW 10.10SF MENU BOARD,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,,182
2022/03/25 05:00:00+00,S2202-0016,Expired,Commercial,SIGN>>WALL SIGN>>NEW 28.31SF WALL SIGN,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,,183
2022/03/25 05:00:00+00,S2202-0017,Expired,Commercial,SIGN>>WALL SIGN>NEW 28.31SF WALL SIGN,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,,184
2022/03/25 05:00:00+00,B2202-0069,Project Finaled / Closed,Commercial,"COMMERCIAL BUILDING >> OFFICE (BUSINESS) >> ADD TWO OFFICE DOORS, ADD GLASS ENTRY AND WALLS IN RECEPTION, NEW FLOORING AND PAINT",Alteration/Renovation,"4320 N BELT LINE RD, C202, Irving TX 75038","$15,000.00",$482.50,1779,2022/05/27 05:00:00+00,185
2022/03/25 05:00:00+00,S2202-0019,Project Finaled / Closed,Commercial,SIGN>>OTHER SIGN>>NEW 15.68 OTHER SIGN,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,2024/02/14 06:00:00+00,186
2022/03/25 05:00:00+00,S2202-0020,Expired,Commercial,SIGN>>WALL SIGNEW 14SF WALL SIGN,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,,187
2022/03/25 05:00:00+00,S2202-0021,Expired,Commercial,SIGN>>WALL SIGN>>NEW 14SF WALL SIGN,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,,188
2022/03/25 05:00:00+00,S2202-0022,Project Finaled / Closed,Commercial,SIGN>>WALL SIGN>>NEW 33.38SF WALL SIGN,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,2024/02/14 06:00:00+00,189
2022/03/25 05:00:00+00,2022-03-1253,Expired,Commercial,Refacing an existing Texaco gas station price sign to the updated Texaco image,Sign,"2810 N BELT LINE RD, Irving TX 75062",$650.00,$35.00,34,,190
2022/03/25 05:00:00+00,2022-03-1255,Expired,Commercial,Refreshing the existing gas station canopy sign to the new Texaco Star Logo,Sign,"2810 N BELT LINE RD, Irving TX 75062",$350.00,$50.00,4,,191
2022/03/25 05:00:00+00,2022-03-1275,Expired,Commercial,REPAIR DAMAGED METER BASE (NO WORK BEING DONE INSIDE BUILDING),Electrical Standalone,"402 N NURSERY RD, 112, Irving TX 75061",$500.00,$52.00,0,,192
2022/03/25 05:00:00+00,2022-03-1167,Expired,Commercial,"WEST SIDE- 1 2'X12' (24SF) CANOPY SIGN
WEST SIDE- 1 3'X6' (18SF) WALL SIGN
EAST SIDE-1 16SF ROUND WALL SIGN
EAST SIDE-1 1'X6' (6SF) WALL SIGN
EAST SIDE- 1 2'X16' (32SF) CANOPY SIGN
EAST SIDE- 1 48""X18""X10"" (20SF) 3D OVAL WALL SIGN",Sign,"142 W IRVING BLVD, Irving TX 75060",$400.00,$300.00,0,,193
2022/03/25 05:00:00+00,S2202-0023,Project Finaled / Closed,Commercial,SIGN>>WALL SIGN>>NEW 33.38SF WALL SIGN,Sign,"2410 N STORY RD, Irving TX 75062","$1,000.00",$50.00,0,2024/02/14 06:00:00+00,194
2022/03/25 05:00:00+00,S2202-0024,Project Finaled / Closed,Commercial,SIGN>>PROJECTION SIGN>>NEW 2.5SF PROJECTION SIGN,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,2024/02/14 06:00:00+00,195
2022/03/25 05:00:00+00,S2202-0025,Project Finaled / Closed,Commercial,SIGN>>PROJECTION SIGN>>*NEW 2.5SF PROJECTION SIGN,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$50.00,0,2024/02/14 06:00:00+00,196
2022/03/25 05:00:00+00,S2202-0026,Project Finaled / Closed,Commercial,SIGN>>DIRECTIONAL SIGN>>TWO NEW 5SF DIRECTIONAL SIGNS,Sign,"2410 N STORY RD, IRVING TX 75062","$1,000.00",$100.00,0,2024/02/14 06:00:00+00,197
2022/03/25 05:00:00+00,2022-03-1264,Expired,Commercial,"SHELL BLDG 3600 SQ FT & CARPORT 1200 SQ FT
(Previous approved on B1804-0230)",Shell Building,"3401 W PIONEER DR, 101, Irving TX 75061","$37,875.00","$1,604.00",4800,,198
2022/03/25 05:00:00+00,2022-02-98,Project Finaled / Closed,Commercial,"CREATE WHITEBOX SUITE
*CROSS BUILDING GROUP LLP CONFIRMED VIA CALL ON 05/06/2022 THAT THERE WILL BE NO ELECTRICAL, MECHANICAL, AND PLUMBING WORK BEING DONE*",Alteration/Renovation,"7601 N MACARTHUR BLVD, 190, Irving TX 75063","$47,000.00",$208.00,3041,2022/09/27 05:00:00+00,199
2022/03/25 05:00:00+00,2022-03-794,Project Finaled / Closed,Commercial,"CREATE WHITEBOX SUITE
*CROSS BUILDING GROUP LLP CONFIRMED VIA CALL ON 05/06/2022 THAT THERE WILL BE NO ELECTRICAL, MECHANICAL, AND PLUMBING WORK BEING DONE*",Alteration/Renovation,"7601 N MACARTHUR BLVD, 195, Irving TX 75063","$47,000.00",$208.00,2504,2022/09/27 05:00:00+00,200
